Supplier Name,Status,Score,Line Of Business,Supplier Number,Services,BuildingNm,Street1Addr,Street2Addr,Street3Addr,CityNm,GeographicLocationCd,CountryCd,PostalCd,TelephoneNum,AddressTypeTp,CreBy,CreDttm,SupplierNm,SupplierTypeCd,EmployeesQty,NatureOfBusinessOrServicesTxt,FirmLegalNm,Operated_Under_Other_Business_,OtherBusinessNm,Subsidiary_Affiliate_Firm_,AffiliatesNm,Legal_Query_,LegalQueryDetailsTxt,IncorporationYr,IncorporationCountryCd,CompanyWebsiteUrl
RICARDO SAMMY ,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLJNH110983,suppliers & machine repairs ,MULTISOURCE & SUPPLIES LIMITED,Lot#9 Birchwood Triangle ,,,LOWLANDS ,TOBAGO,TRINIDAD AND TOBAGO,00000,+1868684-3086,MAILING,multisourcett@gmail.com,18/07/2023 11:12:10 AM,RICARDO SAMMY ,LIMITED LIABILITY,25,suppliers & machine repairs ,MULTISOURCE&SUPPLIESLTD,NO,,NO,,YES,,2006,TRINIDAD AND TOBAGO,
BRANTEC LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLCWG104797,Tyre Sales & Services and Accessories,BRANTEC LIMITED,#10 Longdenville Main Road,Montrose,,CHAGUANAS,CHAGUANAS BOROUGH CORPORATION,TRINIDAD AND TOBAGO,500827,18686727300/18686728575,PRIMARY,brantecltd@gmail.com,18/11/2023 9:22:47 AM,BRANTEC LIMITED,LIMITED LIABILITY,25,Tyre Sales & Services and Accessories,BRANTEC LIMITED,NO,,NO,,NO,,2001,TRINIDAD AND TOBAGO,brantecltd@gmail.com
VIV PROCUREMENT LIMITED ,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLWAL103911,"Registered Procurement company . Specialize in Appliances, Cell phones , toiletries, safety items  ",,,,,,,,,,,Vbodoe@yahoo.com,03/01/2024 7:57:01 PM,VIV PROCUREMENT LIMITED ,LIMITED LIABILITY,6,"Registered Procurement company . Specialize in Appliances, Cell phones , toiletries, safety items  ",VIV PROCUREMENT LIMITED ,NO,,NO,,NO,,2018,TRINIDAD AND TOBAGO,
NORTHERN HARDWARE AND BUILDING SUPPLIES LIMTED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLHFL105804,SALES AND SERVICES OF CONSTRUCTION MATERIALS,NORTHERN HARDWARE AND BUILDING SUPPLIES LIMITED,359 Diego Martin Main Road Diego Martin Trinidad,,,PORT OF SPAIN,DIEGO MARTIN BOROUGH CORPORATION,TRINIDAD AND TOBAGO,868,8686331251,MAILING,northern_hardware@yahoo.com,05/01/2024 2:08:03 PM,NORTHERN HARDWARE AND BUILDING SUPPLIES LIMTED,LIMITED LIABILITY,10,SALES AND SERVICES OF CONSTRUCTION MATERIALS,NORTHERN HARDWARE AND BUILDING SUPPLIES LIMITED,NO,NORTHERN HARDWARE AND BUILDING SUPPLIES,NO,,NO,,,TRINIDAD AND TOBAGO,359 Diego Martin Main Road Diego Martin Trinidad
RANDY RAMPERSAD,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",ECMUP118057,Import and Export,,4782 NW 92nd Ter,,,CORAL SPRINGS,INTERNATIONAL,UNITED STATES,33067,9549076318,PRIMARY,Vigcltd@att.net,09/01/2024 1:40:01 PM,RANDY RAMPERSAD,EXTERNAL COMPANY,2,Import and Export,HOME LINK ARMOR CORPORATION,NO,,NO,,NO,,2010,UNITED STATES,N/A
RATEGREEN ENVIRONMENTAL SERVICES LTD ,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLCSU104503,"Landscaping, Hygiene Services, Construction and Maintenance Works",,# 8 Wall Terrace,Saut D'eau Road,,MARAVAL,DIEGO MARTIN BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,8683599278,PRIMARY,rategreenltd@gmail.com,17/01/2024 10:07:26 AM,RATEGREEN ENVIRONMENTAL SERVICES LTD ,LIMITED LIABILITY,90,"Landscaping, Hygiene Services, Construction and Maintenance Works",RATEGREEN ENVIRONMENTAL SERVICES LTD ,NO,,NO,,NO,,2011,TRINIDAD AND TOBAGO,
BALI'S TOOLS AND HARDWARE SUPPLIES LTD ,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLTDG118407,Building and Construction Materials,,,,,,,,,,,balishardwaresupplies@gmail.com,21/01/2024 7:54:03 PM,BALI'S TOOLS AND HARDWARE SUPPLIES LTD ,LIMITED LIABILITY,3,Building and Construction Materials,BALI'S TOOLS AND HARDWARE SUPPLIES LTD ,NO,,NO,,NO,,2021,TRINIDAD AND TOBAGO,
WESTTEK CONSTRUCTION & SUPPLIES LTD,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLWVC118443,"Construction. Hygiene. Health. Service Provider. Landscaping, Miscellaneous Works",LP#2,Eric William Drive,Simeon Road,,PETIT VALLEY,DIEGO MARTIN BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,18686849595,PRIMARY,westtek.co@gmail.com,22/01/2024 1:45:52 PM,WESTTEK CONSTRUCTION & SUPPLIES LTD,LIMITED LIABILITY,10,"Construction. Hygiene. Health. Service Provider. Landscaping, Miscellaneous Works",WESTTEK CONSTRUCTION & SUPPLIES LTD,NO,,NO,,NO,,2016,TRINIDAD AND TOBAGO,
SAMAROO'S MATERIALS AND GENERAL LIMITED ,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLBXV105604,Hardware ,SAMAROO'S MATERIALS & GENERAL LTD,#1061 S.S Erin Road,,,PALO SECO,SIPARIA BOROUGH CORPORATION,TRINIDAD AND TOBAGO,67000,8683467223,PRIMARY,michesamaroo@gmail.com,05/02/2024 4:28:00 PM,SAMAROO'S MATERIALS AND GENERAL LIMITED ,LIMITED LIABILITY,10,Hardware ,SAMAROO'S MATERIALS AND GENERAL LIMITED ,NO,,NO,,NO,,2004,TRINIDAD AND TOBAGO,Smghardwarett.com
WENRO ENTERPRISES LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLOHW118861,"Construction, Road Works, Supplier of Miscellaneous Items, Cleaning & Maintenance, Landscaping",113B,SADDLE ROAD,,,MARAVAL,DIEGO MARTIN BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,8683140095,PRIMARY,developmentalxperts@gmail.com,06/02/2024 11:32:04 AM,WENRO ENTERPRISES LIMITED,LIMITED LIABILITY,10,"Construction, Road Works, Supplier of Miscellaneous Items, Cleaning & Maintenance, Landscaping",WENRO ENTERPRISES LIMITED,NO,,NO,,NO,,2017,TRINIDAD AND TOBAGO,
MOHAMMED'S ELECTRICAL CO. LTD.,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLOBB110375,"SUPPLIERS OF ELECTRICAL & PLUMBING CONSTRUCTION MATERIALS FOR RESIDENTIAL, COMMERCIAL AND INDUSTRIAL",,,,,,,,,,,mohammeds.electrical@gmail.com,19/02/2024 2:18:14 PM,MOHAMMED'S ELECTRICAL CO. LTD.,LIMITED LIABILITY,25,"SUPPLIERS OF ELECTRICAL & PLUMBING CONSTRUCTION MATERIALS FOR RESIDENTIAL, COMMERCIAL AND INDUSTRIAL",MOHAMMED'S ELECTRICAL COMPANY LIMITED,NO,,NO,,NO,,1978,TRINIDAD AND TOBAGO,www.mohammedselectrical.com
TUNAPUNA MOTORIST ,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",SPFFS104894,the supply of automotive parts ,,270 eastern main road,,,EL DORADO,TUNAPUNA/PIARCO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,0000,2307152,PRIMARY,tunapunamotorist@gmail.com,15/03/2024 1:13:48 PM,TUNAPUNA MOTORIST ,SOLE PROPRIETORSHIP,0,the supply of automotive parts ,TUNAPUNA MOTORIST ,NO,,NO,,NO,,2019,TRINIDAD AND TOBAGO,
BUILDING RESOURCES CO. LTD,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLDSY106131,GENERAL HARDWARE AND CONSTRUCTION SERVICES,,#156 SAN FRANCIQUE ROAD,,,PENAL,PENAL/DEBE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,868-310-0396,,buildingresourcescoltd@gmail.com,27/03/2024 11:36:10 AM,BUILDING RESOURCES CO. LTD,LIMITED LIABILITY,10,GENERAL HARDWARE AND CONSTRUCTION SERVICES,BUILDING RESOURCES CO. LTD,NO,,NO,,NO,,2007,TRINIDAD AND TOBAGO,
RAFAS TRADING AND SUPPLIES LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLXDT105713,"Sourcing  and Supplier or wholesale and retail hardware, goods and industrial services",,27 London Street,St. Joseph Village,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,0000,8687611095,PRIMARY,rafasltd@gmail.com,03/04/2024 11:17:08 AM,RAFAS TRADING AND SUPPLIES LIMITED,LIMITED LIABILITY,1,"Sourcing  and Supplier or wholesale and retail hardware, goods and industrial services",RAFAS TRADING AND SUPPLIES LIMITED,NO,,NO,,NO,,2009,TRINIDAD AND TOBAGO,
ROOPNARINE HARDWARE LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLPJL106801,RETAIL & WHOLESALE OF HARDWARE AND HOUSEHOLD ITEMS,,,,,,,,,,,roopnarinehardware@hotmail.com,22/04/2024 9:55:30 AM,ROOPNARINE HARDWARE LIMITED,LIMITED LIABILITY,20,RETAIL & WHOLESALE OF HARDWARE AND HOUSEHOLD ITEMS,ROOPNARINE HARDWARE LIMITED,NO,,NO,,NO,,1956,TRINIDAD AND TOBAGO,
MEPCO LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLCTS105036,"ELECTRICAL, PLUMBING AND GENERAL HARDWARE",MEPCO LIMITED,104 SADDLE ROAD ,,,MARAVAL,DIEGO MARTIN BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,6297912,,mepcolimitedtt@gmail.com,01/05/2024 2:50:03 PM,MEPCO LIMITED,LIMITED LIABILITY,20,"ELECTRICAL, PLUMBING AND GENERAL HARDWARE",MEPCO LIMITED,NO,NO,NO,NO,NO,NO,2004,TRINIDAD AND TOBAGO,NO
MARAJ AIR CONDITIONING LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLTGU103995,"Retail, Wholesale and distribution of Auto Air Conditions and HVAC parts.",MARAJ AIR CONDITIONING LIMITED ,"LP# 42 Aranguez Main Road, San Juan, Trinidad W.I. ",,,ARRANGUEZ,SAN JUAN/LAVENTILLE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000, (868) 674-6348 ,,m.ugas@marajacltd.com,09/05/2024 11:56:49 AM,MARAJ AIR CONDITIONING LIMITED,LIMITED LIABILITY,25,"Retail, Wholesale and distribution of Auto Air Conditions and HVAC parts.",MARAJ AIR CONDITIONING LIMITED,NO,,NO,,NO,,,TRINIDAD AND TOBAGO,www.marajacltd.com
SAGE SHIV AGRICULTURE GARDEN ESSENTIALS LTD,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLCVP118113,"THE PROVISION OF AGRICULTURE, CHEMICALS, FEED FOR ANIMALS, AGRICULTURE EQUIPMENT AND TOOLS, PLANTS, AND LIVESTOCK SUPPLIES",,216 SOUTHERN MAIN ROAD,,,COUVA,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,0000,868-299-5950,,shivani.ll@hotmail.com,15/05/2024 1:28:19 PM,SAGE SHIV AGRICULTURE GARDEN ESSENTIALS LTD,LIMITED LIABILITY,1,"THE PROVISION OF AGRICULTURE, CHEMICALS, FEED FOR ANIMALS, AGRICULTURE EQUIPMENT AND TOOLS, PLANTS, AND LIVESTOCK SUPPLIES",SAGE SHIV AGRICULTURE GARDEN ESSENTIALS LTD,NO,,NO,,NO,,2024,TRINIDAD AND TOBAGO,
SPSS ENGINEERING LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLFKT103782,"Provide engineering products and spares. Provision of Industrial products and consumables; pumps, motors, compressors, valves, gauges, special built packages, OEM spares, instrumentation fittings etc.",,#1 TATECO AVENUE,REFORM GASPARILLO,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,00000,289-3976,PRIMARY,sales@spss-eng.com,28/05/2024 8:17:14 AM,SPSS ENGINEERING LIMITED,LIMITED LIABILITY,10,"Provide engineering products and spares. Provision of Industrial products and consumables; pumps, motors, compressors, valves, gauges, special built packages, OEM spares, instrumentation fittings etc.",SPSS ENGINEERING LIMITED,NO,,NO,,NO,,2016,TRINIDAD AND TOBAGO,www.spss-eng.com
ANIL’S TYRE SERVICE LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLBQH105269,"The services provided are second to none and include the Construction of Box Drains, Kerbwall and Slipper Drains, Stabilization of Landslips, Construction of Bridges and Cylindrical Crossings, Gabion Baskets, Retaining Walls, Installation and Commissioning of Lighting Fixtures, Tiling, Painting, Demolition and Site Cleanup, Removal of Bulk Waste, Stock-pilers and Suppliers of all Road Building Materials, Rental of Excavator, Backhoe, Dump Trucks, 3 Ton Flat Bed Truck for transportation purposes. We are also Suppliers of all Brand and Sizes of New Agricultural, Industrial, Commercial, Light Truck and Passenger Tyres , Nitrogen Inflation and Computerized Speed Balancing. We are the Authorized Distributor and Battery Claim Centre for Power Master, Bosch, Optima Gel Batteries, Ultra Power, Motorbike and ATV Batteries.",,2523 Naparima Mayaro Road,,,RIO CLARO ,MAYARO/RIO CLARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,8683610208,PRIMARY,anilstyreservice@hotmail.com,27/06/2024 4:30:13 PM,ANIL’S TYRE SERVICE LIMITED,LIMITED LIABILITY,8,"The services provided are second to none and include the Construction of Box Drains, Kerbwall and Slipper Drains, Stabilization of Landslips, Construction of Bridges and Cylindrical Crossings, Gabion Baskets, Retaining Walls, Installation and Commissioning of Lighting Fixtures, Tiling, Painting, Demolition and Site Cleanup, Removal of Bulk Waste, Stock-pilers and Suppliers of all Road Building Materials, Rental of Excavator, Backhoe, Dump Trucks, 3 Ton Flat Bed Truck for transportation purposes. We are also Suppliers of all Brand and Sizes of New Agricultural, Industrial, Commercial, Light Truck and Passenger Tyres , Nitrogen Inflation and Computerized Speed Balancing. We are the Authorized Distributor and Battery Claim Centre for Power Master, Bosch, Optima Gel Batteries, Ultra Power, Motorbike and ATV Batteries.",ANIL’S TYRE SERVICE LIMITED,NO,,NO,,NO,,2007,TRINIDAD AND TOBAGO,
SCARLET SUPPLIES LTD,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLQPQ111780,"Automotive, Industrial, Rentals, Service, Supplies, General Contracting  ",,30 Jaimungal Trace Penal Quinam Road ,,,SANFERNANDO,PENAL/DEBE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,1-868-393-1721,PRIMARY,scarletsupplies@gmail.com,28/06/2024 4:13:19 PM,SCARLET SUPPLIES LTD,LIMITED LIABILITY,4,"Automotive, Industrial, Rentals, Service, Supplies, General Contracting  ",SCARLET SUPPLIES LIMITED,NO,,NO,,NO,,2010,TRINIDAD AND TOBAGO,N.A
MARC ONE INDUSTRIAL SUPPLIES LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLTFP106960,"INDUSTRIAL SUPPLIES , TOOL RENTALS AND REPAIRS",,"#13 O'Connor Street, Woodbrook",,,PORT OF SPAIN,PORT OF SPAIN CITY CORPORATION,TRINIDAD AND TOBAGO,00000,8683939267,PRIMARY,info@marconeindustrial.com,04/07/2024 3:18:32 PM,MARC ONE INDUSTRIAL SUPPLIES LIMITED,LIMITED LIABILITY,4,"INDUSTRIAL SUPPLIES , TOOL RENTALS AND REPAIRS",MARC ONE INDUSTRIAL SUPPLIES LIMITED,NO,,NO,,NO,,1991,TRINIDAD AND TOBAGO,www.marconeindustrial.com
JAZCO MARKETING AND DISTRIBUTION LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLXPC102074,"Range of Products Janitorial, Safety, Paper Products, Office Stationery and Furniture, Food and Beverage,  Appliances, Tools, Hardware, Packaging, Miscellaneous",,123-125 Abercromby Street,,,PORT OF SPAIN,PORT OF SPAIN CITY CORPORATION,TRINIDAD AND TOBAGO,00000,625-2926,PRIMARY,matthewzakz@gmail.com,05/07/2024 3:02:35 PM,JAZCO MARKETING AND DISTRIBUTION LIMITED,LIMITED LIABILITY,6,"Range of Products Janitorial, Safety, Paper Products, Office Stationery and Furniture, Food and Beverage,  Appliances, Tools, Hardware, Packaging, Miscellaneous",JAZCO MARKETING AND DISTRIBUTION LIMITED,YES,D MOBILE OFFICE LIMITED,NO,,NO,,2010,TRINIDAD AND TOBAGO,www.jazco.co
SOUTHERN UNITED AGENCIES COMPANY LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLJTW105696,SUPPLY OF GOODS,SOUTHERN UNITED AGENCIES COMPANY LIMITED,49 Lewis Street,,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,00000,8686578147,PRIMARY,support@suac.co.tt,11/07/2024 1:39:00 PM,SOUTHERN UNITED AGENCIES COMPANY LIMITED,LIMITED LIABILITY,6,SUPPLY OF GOODS,SOUTHERN UNITED AGENCIES COMPANY LIMITED,NO,,NO,,NO,,1976,TRINIDAD AND TOBAGO,www.suac.co.tt
OILFIELD AND MARINE TECHNOLOGIES COMPANY LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLIYM106243,"Sales and Services to the Government of Trinidad and Tobago, state Agencies and Petrochemical Industries",,69 SOUTH TRUNK ROAD,LA ROMAIN,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,650139,8682327578,,oilfieldandmarineltd@gmail.com,12/07/2024 9:24:32 AM,OILFIELD AND MARINE TECHNOLOGIES COMPANY LIMITED,LIMITED LIABILITY,8,"Sales and Services to the Government of Trinidad and Tobago, state Agencies and Petrochemical Industries",OILFIELD AND MARINE TECHNOLOGIES COMPANY LIMITED,YES,,NO,,NO,,2012,TRINIDAD AND TOBAGO,
SOUTHERN WELDING & GENERAL CONTRACTOR LTD,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLNLP100066,General Contracting Services,,1 CHURCH STREET,,,POINT FORTIN,POINT FORTIN BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,18686482563,PRIMARY,swgcltt@gmail.com,21/07/2024 3:13:58 PM,SOUTHERN WELDING & GENERAL CONTRACTOR LTD,LIMITED LIABILITY,25,General Contracting Services,SOUTHERN WELDING & GENERAL CONTRACTOR LTD,NO,,NO,,NO,,1981,TRINIDAD AND TOBAGO,
HANSLEY AND GERALD SERVICES LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLWWH103676,"Building Construction and Refurbishment, Painting, Landscaping, Civil Works, Electrical, Welding, Plumbing , Paving , Procurement Services, Etc.",,#123 Mango Avenue ,Santa Rosa Heights,,ARIMA,TUNAPUNA/PIARCO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,123,18686677205,MAILING,handgservicesltd@hotmail.com,15/05/2024 9:19:17 AM,HANSLEY AND GERALD SERVICES LIMITED,LIMITED LIABILITY,12,"Building Construction and Refurbishment, Painting, Landscaping, Civil Works, Electrical, Welding, Plumbing , Paving , Procurement Services, Etc.",HANSLEY AND GERALD SERVICES LIMITED ,NO,,NO,,NO,,2010,TRINIDAD AND TOBAGO,
KELLY TYRE SALES AND SERVICES LTD,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLKPX104321,"Automotive Rental, Tyres, Rims, Automotive Accessoires, Automotive Parts, Automotive Mechanical Repairs, Automotive Electrical Repairs, Automotive Air Conditioning Repairs, Automotive Straightening and Painting ",,33 Eastern Main Road,Petit Bourg,,SAN JUAN,SAN JUAN/LAVENTILLE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,8686756649,PRIMARY,kellytyretrinidad@gmail.com,15/07/2024 4:52:31 PM,KELLY TYRE SALES AND SERVICES LTD,LIMITED LIABILITY,6,"Automotive Rental, Tyres, Rims, Automotive Accessoires, Automotive Parts, Automotive Mechanical Repairs, Automotive Electrical Repairs, Automotive Air Conditioning Repairs, Automotive Straightening and Painting ",KELLY TYRE SALES AND SERVICES LTD,NO,,NO,,NO,,1997,TRINIDAD AND TOBAGO,
AMERICAS MARKETING COMPANY LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLERC101713,"Supply of Hardware Materials, Building Construction, Maintenance and Repairs. 
- Welding and Fabrication. 
- Plumbing System Maintenance or Repair. 
- Painting. 
- Fence/Gate Repairs and Maintenance. 
- Masonry Works. 
- Structural Steel Works. 
- Reinforced Concrete Works. 
- Cleaning & Janitorial Services Garbage. 
- CollectionGrounds Maintenance Services. 
- Forest & Land Rehabilitation, Building Repairs. 
- Maintenance, Renovation, Retrofitting and Upgrades (Tiling Painting, Ceiling, Windows, Doors.) 
- Equipment Rentals (Forklift & Lifting Accessories, Mini-Excavator / Excavator, Skid Steer Loader)
- Roofing Materials, Lumber, Ply, Steel, 
- Power Tools, Hand Tools, 
- Marine and Industrial Paint and Painting Accessories
- Stanley Black and Decker,
- Makita,
- DeWalt,
- Milwaukee,
- IVY Classic,
- Sherwin Williams,
- 3M, 
- Lenox, and 
- Kimberly Clark.
- LYSOL
- GO-JO HAND SANTIZES
- 3M N95 MASKS",AMERICAS MARKETING COMPANY LIMITED,22 Ramjohn Trace,,,PENAL,PENAL/DEBE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,1-868-647-7653,PRIMARY,americasmarketing@hotmail.com,17/07/2024 4:33:13 PM,AMERICAS MARKETING COMPANY LIMITED,LIMITED LIABILITY,46,"Supply of Hardware Materials, Building Construction, Maintenance and Repairs. 
- Welding and Fabrication. 
- Plumbing System Maintenance or Repair. 
- Painting. 
- Fence/Gate Repairs and Maintenance. 
- Masonry Works. 
- Structural Steel Works. 
- Reinforced Concrete Works. 
- Cleaning & Janitorial Services Garbage. 
- CollectionGrounds Maintenance Services. 
- Forest & Land Rehabilitation, Building Repairs. 
- Maintenance, Renovation, Retrofitting and Upgrades (Tiling Painting, Ceiling, Windows, Doors.) 
- Equipment Rentals (Forklift & Lifting Accessories, Mini-Excavator / Excavator, Skid Steer Loader)
- Roofing Materials, Lumber, Ply, Steel, 
- Power Tools, Hand Tools, 
- Marine and Industrial Paint and Painting Accessories
- Stanley Black and Decker,
- Makita,
- DeWalt,
- Milwaukee,
- IVY Classic,
- Sherwin Williams,
- 3M, 
- Lenox, and 
- Kimberly Clark.
- LYSOL
- GO-JO HAND SANTIZES
- 3M N95 MASKS",AMERICAS MARKETING COMPANY LIMITED,NO,AMCOL,NO,,NO,,2001,TRINIDAD AND TOBAGO,www.amcolgroup.com
LENNY SUMADH LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLMXW102180,"Automotive,Oilfield, Industrial, Marine, Hardware Supplies",LENNY SUMADH LIMITED,113-117 Coffee Street,,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,00000,868235-5272,PRIMARY,lennysumadhltd@yahoo.com,29/06/2024 8:50:26 AM,LENNY SUMADH LIMITED,LIMITED LIABILITY,25,"Automotive,Oilfield, Industrial, Marine, Hardware Supplies",LENNY SUMADH LIMITED,NO,,NO,,NO,,1955,TRINIDAD AND TOBAGO,
S. PERSAD CONTRACTING SERVICES LTD,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLHTX104111,Construction Company,S. PERSAD CONTRACTING SERVICES LTD.,52 Ramai Trace,,,DEBE,PENAL/DEBE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,8687467811,PRIMARY,sachindrapersad@gmail.com,02/07/2024 12:32:01 PM,S. PERSAD CONTRACTING SERVICES LTD,LIMITED LIABILITY,30,Construction Company,S. PERSAD CONTRACTING SERVICES LTD,NO,,NO,,NO,,2005,TRINIDAD AND TOBAGO,52 Ramai Trace Debe
ANTEL COMMUNICATION SERVICES LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLJKL111100,Telecommunications Services and Equipment supplier,ANTEL COMMUNICATION SERVICES LTD,24 Tenth Avenue,,,BARATARIA,SAN JUAN/LAVENTILLE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,6741406,,kevan@antel.co.tt,02/07/2024 2:40:57 PM,ANTEL COMMUNICATION SERVICES LIMITED,LIMITED LIABILITY,5,Telecommunications Services and Equipment supplier,ANTEL COMMUNICATION SERVICES LIMITED,NO,,NO,,NO,,2000,TRINIDAD AND TOBAGO,antel.co.tt
DUMORE ENTERPRISES LIMITED ,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLJJF108573,"Leading provider of Oilfield and Industrial Supplies, Mechanical Services, Vehicle Rental, Equipment Repair, Transportation, Equipment Rental to the Oil & Gas, Petrochemical, Construction and Manufacturing sectors of Trinidad and Tobago and Caricom. ",DUMORE ENTERPRISES LIMITED ,"12-20 St. Joseph Road, St. Joseph Village ",,,SAN FERNANDO ,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,00000,1-868-225-4440,PRIMARY,tony.ramdhaney@dumore.co,26/06/2024 2:10:50 PM,DUMORE ENTERPRISES LIMITED ,LIMITED LIABILITY,180,"Leading provider of Oilfield and Industrial Supplies, Mechanical Services, Vehicle Rental, Equipment Repair, Transportation, Equipment Rental to the Oil & Gas, Petrochemical, Construction and Manufacturing sectors of Trinidad and Tobago and Caricom. ",DUMORE ENTERPRISES LIMITED ,NO,,NO,,NO,,1981,TRINIDAD AND TOBAGO,https://www.dumore.co/
BELEC POWER & ENERGY SOLUTIONS LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLQPL100098,"Electrical - Contracting, Consultancy, HV Testing, Solar Photovoltaic Systems and Sales",BELEC PESL,No. 8C Mausica Street,,,ARIMA,ARIMA BOROUGH CORPORATION,TRINIDAD AND TOBAGO,300401,8686641555,PRIMARY,marleena.belec@gmail.com,27/06/2024 12:22:51 PM,BELEC POWER & ENERGY SOLUTIONS LIMITED,LIMITED LIABILITY,30,"Electrical - Contracting, Consultancy, HV Testing, Solar Photovoltaic Systems and Sales",BELEC POWER & ENERGY SOLUTIONS LIMITED,NO,,NO,,NO,,2004,TRINIDAD AND TOBAGO,www.belecpesl.com
A MOSES & SONS LIMITED,NEW,0,"Voltage tester screwdriverLEVEL 1 (0 - $100,000.00)",LLSAF104450,"Government Contractors, Wholesalers, Agents, Distributors, Products (Safety, Janitorial, Power Tools, Tools and Implements)",A. MOSES & SONS LIMITED,181 Tragarete Road,,,PORT OF SPAIN,PORT OF SPAIN CITY CORPORATION,TRINIDAD AND TOBAGO,0000,"623-4482, 628-8928",,sales@amosestt.com,11/06/2024 12:15:10 PM,A MOSES & SONS LIMITED,LIMITED LIABILITY,15,"Government Contractors, Wholesalers, Agents, Distributors, Products (Safety, Janitorial, Power Tools, Tools and Implements)",A. MOSES & SONS LTD,NO,,NO,,NO,,1957,TRINIDAD AND TOBAGO,amosestt.com
